# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 26 19:57:28 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag
Kepler-730,,5820.00,1.04,,1935.0400000,16.6390000,15.7820000
Kepler-730,,6123.00,1.11,,1935.0400000,16.6390000,15.7820000
Kepler-730,,6116.00,1.13,,1935.0400000,16.6390000,15.7820000
Kepler-730,,5638.00,1.38,0.236,1935.0400000,16.6390000,15.7820000
Kepler-730,,6116.00,1.13,,1935.0400000,16.6390000,15.7820000
Kepler-730,,6032.00,1.02,,1935.0400000,16.6390000,15.7820000
Kepler-730,,,,,1935.0400000,16.6390000,15.7820000
Kepler-730,,6126.00,1.30,,1935.0400000,16.6390000,15.7820000
Kepler-730,,6123.00,1.11,,1935.0400000,16.6390000,15.7820000
Kepler-730,,5820.00,1.06,,1935.0400000,16.6390000,15.7820000
Kepler-730,,5444.75,1.52,0.264,1935.0400000,16.6390000,15.7820000
Kepler-730,,5620.00,1.41,,1935.0400000,16.6390000,15.7820000
Kepler-730,,5820.00,1.04,,1935.0400000,16.6390000,15.7820000
Kepler-730,,5726.00,1.01,,1935.0400000,16.6390000,15.7820000
Kepler-731,,5714.00,0.68,,1257.1600000,15.6070000,15.3860000
Kepler-731,,5741.00,1.05,,1257.1600000,15.6070000,15.3860000
Kepler-731,,5332.43,1.18,0.006,1257.1600000,15.6070000,15.3860000
Kepler-731,,6031.00,0.99,,1257.1600000,15.6070000,15.3860000
Kepler-731,,5870.00,0.89,,1257.1600000,15.6070000,15.3860000
Kepler-731,,6033.00,1.05,,1257.1600000,15.6070000,15.3860000
Kepler-731,,,,,1257.1600000,15.6070000,15.3860000
Kepler-731,,6028.00,1.05,,1257.1600000,15.6070000,15.3860000
Kepler-731,,6028.00,1.05,,1257.1600000,15.6070000,15.3860000
Kepler-731,,5714.00,0.97,,1257.1600000,15.6070000,15.3860000
Kepler-731,,6028.00,1.05,,1257.1600000,15.6070000,15.3860000
Kepler-731,,5741.00,1.05,0.035,1257.1600000,15.6070000,15.3860000
Kepler-731,,5714.00,0.97,,1257.1600000,15.6070000,15.3860000
Kepler-731,,5849.00,1.06,,1257.1600000,15.6070000,15.3860000
Kepler-732,,3684.00,0.52,,174.8260000,17.9000000,16.5300000
Kepler-732,,3581.00,0.44,,174.8260000,17.9000000,16.5300000
Kepler-732,,3631.00,0.46,,174.8260000,17.9000000,16.5300000
Kepler-732,,3581.00,0.44,,174.8260000,17.9000000,16.5300000
Kepler-732,,3581.00,0.44,,174.8260000,17.9000000,16.5300000
Kepler-732,,3834.00,0.50,,174.8260000,17.9000000,16.5300000
Kepler-732,,,,,174.8260000,17.9000000,16.5300000
Kepler-732,,3581.00,0.44,,174.8260000,17.9000000,16.5300000
Kepler-732,,,,,174.8260000,17.9000000,16.5300000
Kepler-732,,3619.00,0.52,-1.375,174.8260000,17.9000000,16.5300000
Kepler-732,,3581.00,0.44,,174.8260000,17.9000000,16.5300000
Kepler-732,,3949.86,,,174.8260000,17.9000000,16.5300000
Kepler-732,,3582.00,0.46,,174.8260000,17.9000000,16.5300000
Kepler-732,,3582.00,0.53,,174.8260000,17.9000000,16.5300000
Kepler-732,,3684.00,0.71,,174.8260000,17.9000000,16.5300000
Kepler-732,,3684.00,0.52,,174.8260000,17.9000000,16.5300000
Kepler-732,,3581.00,0.44,,174.8260000,17.9000000,16.5300000
Kepler-732,,3582.00,0.46,,174.8260000,17.9000000,16.5300000
Kepler-732,,3684.00,0.52,,174.8260000,17.9000000,16.5300000
Kepler-732,,3834.00,0.50,,174.8260000,17.9000000,16.5300000
Kepler-733,,5349.00,0.87,,916.7060000,16.2050000,15.5610000
Kepler-733,,5253.77,0.86,-0.298,916.7060000,16.2050000,15.5610000
Kepler-733,,5540.00,0.80,,916.7060000,16.2050000,15.5610000
Kepler-733,,5349.00,0.87,,916.7060000,16.2050000,15.5610000
Kepler-733,,5537.00,0.88,,916.7060000,16.2050000,15.5610000
Kepler-733,,5537.00,0.88,,916.7060000,16.2050000,15.5610000
Kepler-733,,5149.53,0.88,-0.309,916.7060000,16.2050000,15.5610000
Kepler-733,,,,,916.7060000,16.2050000,15.5610000
Kepler-733,,5429.00,0.78,,916.7060000,16.2050000,15.5610000
Kepler-733,,5537.00,0.88,,916.7060000,16.2050000,15.5610000
Kepler-733,,5349.00,0.74,,916.7060000,16.2050000,15.5610000
Kepler-733,,5418.00,0.86,,916.7060000,16.2050000,15.5610000
Kepler-733,,5537.00,0.88,,916.7060000,16.2050000,15.5610000
Kepler-734,,5112.00,0.87,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5326.00,0.78,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5085.00,0.71,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5284.00,0.83,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5060.00,1.84,0.301,1157.2100000,15.5340000,14.4690000
Kepler-734,,5112.00,0.87,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5482.00,0.79,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5610.00,1.63,0.374,1157.2100000,15.5340000,14.4690000
Kepler-734,,5112.00,0.87,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5284.00,0.83,,1157.2100000,15.5340000,14.4690000
Kepler-734,,,,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5284.00,0.79,,1157.2100000,15.5340000,14.4690000
Kepler-734,,5085.00,1.71,,1157.2100000,15.5340000,14.4690000
Kepler-735,,5177.00,0.80,,695.0590000,16.4890000,15.4920000
Kepler-735,,5173.00,0.80,,695.0590000,16.4890000,15.4920000
Kepler-735,,4997.00,0.78,,695.0590000,16.4890000,15.4920000
Kepler-735,,4929.00,0.76,-0.517,695.0590000,16.4890000,15.4920000
Kepler-735,,5173.00,0.80,,695.0590000,16.4890000,15.4920000
Kepler-735,,5070.00,0.69,,695.0590000,16.4890000,15.4920000
Kepler-735,,4997.00,0.66,,695.0590000,16.4890000,15.4920000
Kepler-735,,5173.00,0.80,,695.0590000,16.4890000,15.4920000
Kepler-735,,5171.00,0.69,,695.0590000,16.4890000,15.4920000
Kepler-735,,4997.00,0.78,,695.0590000,16.4890000,15.4920000
Kepler-735,,5107.00,0.80,,695.0590000,16.4890000,15.4920000
Kepler-735,,4919.00,0.75,-0.530,695.0590000,16.4890000,15.4920000
Kepler-735,,,,,695.0590000,16.4890000,15.4920000
Kepler-736,,5022.05,0.88,-0.354,1005.4300000,17.0000000,15.8090000
Kepler-736,,5046.00,0.86,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5217.00,0.81,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5178.00,0.68,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5335.00,0.81,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5335.00,0.81,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5178.00,0.79,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5335.00,0.81,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5273.00,0.74,,1005.4300000,17.0000000,15.8090000
Kepler-736,,,,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5178.00,0.79,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5052.00,0.85,,1005.4300000,17.0000000,15.8090000
Kepler-736,,5093.00,0.86,-0.350,1005.4300000,17.0000000,15.8090000
Kepler-737,,3793.00,0.52,-1.301,205.1180000,17.8610000,15.9710000
Kepler-737,,3829.00,0.52,,205.1180000,17.8610000,15.9710000
Kepler-737,,3750.00,0.46,,205.1180000,17.8610000,15.9710000
Kepler-737,,3813.00,0.48,,205.1180000,17.8610000,15.9710000
Kepler-737,,3785.00,0.54,-1.272,205.1180000,17.8610000,15.9710000
Kepler-737,,3750.00,0.46,,205.1180000,17.8610000,15.9710000
Kepler-737,,,,,205.1180000,17.8610000,15.9710000
Kepler-737,,3979.00,0.51,,205.1180000,17.8610000,15.9710000
Kepler-737,,3829.00,0.52,,205.1180000,17.8610000,15.9710000
Kepler-737,,3829.00,0.64,,205.1180000,17.8610000,15.9710000
Kepler-737,,3750.00,0.46,,205.1180000,17.8610000,15.9710000
Kepler-737,,3755.00,0.46,,205.1180000,17.8610000,15.9710000
Kepler-737,,3753.00,0.51,,205.1180000,17.8610000,15.9710000
Kepler-738,,5465.00,0.75,,1113.6500000,16.6590000,15.7930000
Kepler-738,,5465.00,0.75,,1113.6500000,16.6590000,15.7930000
Kepler-738,,5230.88,0.95,-0.213,1113.6500000,16.6590000,15.7930000
Kepler-738,,5493.00,0.79,,1113.6500000,16.6590000,15.7930000
Kepler-738,,5468.00,0.91,,1113.6500000,16.6590000,15.7930000
Kepler-738,,5298.00,0.52,,1113.6500000,16.6590000,15.7930000
Kepler-738,,,,,1113.6500000,16.6590000,15.7930000
Kepler-738,,5327.00,0.82,,1113.6500000,16.6590000,15.7930000
Kepler-738,,5474.00,0.75,,1113.6500000,16.6590000,15.7930000
Kepler-738,,5127.32,0.99,-0.211,1113.6500000,16.6590000,15.7930000
Kepler-738,,5465.00,0.75,,1113.6500000,16.6590000,15.7930000
Kepler-739,,5733.00,0.87,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5733.00,0.87,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5997.00,0.90,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5997.00,0.90,,1370.6500000,16.3920000,15.7110000
Kepler-739,,6000.00,1.05,,1370.6500000,16.3920000,15.7110000
Kepler-739,,,,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5444.67,1.14,0.012,1370.6500000,16.3920000,15.7110000
Kepler-739,,6000.00,0.93,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5733.00,0.74,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5601.00,0.90,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5997.00,0.90,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5997.00,0.90,,1370.6500000,16.3920000,15.7110000
Kepler-739,,5628.00,1.07,0.018,1370.6500000,16.3920000,15.7110000
Kepler-74,,6056.00,1.50,,1177.5500000,15.2510000,14.4870000
Kepler-74,,5828.81,1.44,0.332,1177.5500000,15.2510000,14.4870000
Kepler-74,,6050.00,1.34,,1177.5500000,15.2510000,14.4870000
Kepler-74,F8 V,6050.00,1.51,,1177.5500000,15.2510000,14.4870000
Kepler-74,,5744.00,1.42,0.298,1177.5500000,15.2510000,14.4870000
Kepler-74,,5774.00,0.95,,1177.5500000,15.2510000,14.4870000
Kepler-74,F8 V,6000.00,1.12,,1177.5500000,15.2510000,14.4870000
Kepler-74,,5945.00,0.91,,1177.5500000,15.2510000,14.4870000
Kepler-74,,6068.00,1.48,,1177.5500000,15.2510000,14.4870000
Kepler-74,,5774.00,0.95,,1177.5500000,15.2510000,14.4870000
Kepler-74,,6000.00,1.12,,1177.5500000,15.2510000,14.4870000
Kepler-74,,6056.00,1.50,,1177.5500000,15.2510000,14.4870000
Kepler-74,,6056.00,1.50,,1177.5500000,15.2510000,14.4870000
Kepler-74,,,,,1177.5500000,15.2510000,14.4870000
Kepler-74,,5828.81,1.44,,1177.5500000,15.2510000,14.4870000
Kepler-74,,6056.00,1.50,,1177.5500000,15.2510000,14.4870000
Kepler-74,,5774.00,0.76,,1177.5500000,15.2510000,14.4870000
Kepler-740,,5438.00,0.87,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5415.15,0.99,-0.123,1442.0200000,16.9530000,16.0220000
Kepler-740,,5739.00,0.92,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5087.91,1.14,-0.108,1442.0200000,16.9530000,16.0220000
Kepler-740,,5491.00,0.88,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5669.00,0.83,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5491.00,0.88,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5739.00,0.92,,1442.0200000,16.9530000,16.0220000
Kepler-740,,,,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5491.00,0.86,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5739.00,0.92,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5750.00,0.97,,1442.0200000,16.9530000,16.0220000
Kepler-740,,5739.00,0.92,,1442.0200000,16.9530000,16.0220000
Kepler-741,,6330.00,1.07,,1661.8700000,16.1160000,15.1860000
Kepler-741,,6319.00,1.03,,1661.8700000,16.1160000,15.1860000
Kepler-741,,6121.00,1.02,,1661.8700000,16.1160000,15.1860000
Kepler-741,,6319.00,1.03,,1661.8700000,16.1160000,15.1860000
Kepler-741,,6321.00,1.06,,1661.8700000,16.1160000,15.1860000
Kepler-741,,6121.00,1.02,,1661.8700000,16.1160000,15.1860000
Kepler-741,,6129.00,1.24,,1661.8700000,16.1160000,15.1860000
Kepler-741,,,,,1661.8700000,16.1160000,15.1860000
Kepler-741,,5782.00,1.47,0.338,1661.8700000,16.1160000,15.1860000
Kepler-741,,6319.00,1.03,,1661.8700000,16.1160000,15.1860000
Kepler-741,,5944.00,1.38,0.332,1661.8700000,16.1160000,15.1860000
Kepler-741,,6335.00,1.33,,1661.8700000,16.1160000,15.1860000
Kepler-741,,6121.00,0.96,,1661.8700000,16.1160000,15.1860000
Kepler-742,,4580.00,0.75,,489.2530000,16.8210000,15.3570000
Kepler-742,,4743.00,0.81,,489.2530000,16.8210000,15.3570000
Kepler-742,,4732.00,0.68,,489.2530000,16.8210000,15.3570000
Kepler-742,,4743.00,0.81,,489.2530000,16.8210000,15.3570000
Kepler-742,,4628.00,0.63,,489.2530000,16.8210000,15.3570000
Kepler-742,,4743.00,0.81,,489.2530000,16.8210000,15.3570000
Kepler-742,,,,,489.2530000,16.8210000,15.3570000
Kepler-742,,4642.00,0.71,,489.2530000,16.8210000,15.3570000
Kepler-742,,4743.00,0.81,,489.2530000,16.8210000,15.3570000
Kepler-742,,4580.00,1.05,,489.2530000,16.8210000,15.3570000
Kepler-742,,4580.00,0.75,,489.2530000,16.8210000,15.3570000
Kepler-742,,4828.00,0.61,-0.745,489.2530000,16.8210000,15.3570000
Kepler-742,,4545.00,0.73,-0.692,489.2530000,16.8210000,15.3570000
Kepler-743,,5423.64,0.92,-0.176,278.9870000,13.3710000,12.6600000
Kepler-743,,5530.00,0.84,,278.9870000,13.3710000,12.6600000
Kepler-743,,5351.33,0.89,-0.229,278.9870000,13.3710000,12.6600000
Kepler-743 B,,,,,270.0380000,,
Kepler-743,,5244.00,0.85,,278.9870000,13.3710000,12.6600000
Kepler-743,,5509.00,0.92,,278.9870000,13.3710000,12.6600000
Kepler-743,,5486.00,0.85,,278.9870000,13.3710000,12.6600000
Kepler-743,,5530.00,0.84,,278.9870000,13.3710000,12.6600000
Kepler-743,,5542.00,0.92,,278.9870000,13.3710000,12.6600000
Kepler-743,,5542.00,0.92,,278.9870000,13.3710000,12.6600000
Kepler-743,,5542.00,0.92,,278.9870000,13.3710000,12.6600000
Kepler-743,,,,,278.9870000,13.3710000,12.6600000
Kepler-743,,5530.00,0.84,,278.9870000,13.3710000,12.6600000
Kepler-743,,5511.00,0.86,,278.9870000,13.3710000,12.6600000
Kepler-744,,5681.00,1.62,,449.9640000,14.4290000,13.7180000
Kepler-744,,5624.81,0.80,-0.240,449.9640000,14.4290000,13.7180000
Kepler-744,,5594.00,0.93,,449.9640000,14.4290000,13.7180000
Kepler-744,,5957.00,1.59,,449.9640000,14.4290000,13.7180000
Kepler-744,,5547.00,0.93,,449.9640000,14.4290000,13.7180000
Kepler-744,,,,,449.9640000,14.4290000,13.7180000
Kepler-744,,5681.00,1.62,,449.9640000,14.4290000,13.7180000
Kepler-744,,5957.00,1.59,,449.9640000,14.4290000,13.7180000
Kepler-744,,5495.00,0.87,,449.9640000,14.4290000,13.7180000
Kepler-744,,5957.00,1.59,,449.9640000,14.4290000,13.7180000
Kepler-744,,5605.14,0.82,-0.222,449.9640000,14.4290000,13.7180000
Kepler-744,,5938.00,1.57,,449.9640000,14.4290000,13.7180000
Kepler-744,,5681.00,1.66,,449.9640000,14.4290000,13.7180000
Kepler-745,,5849.00,1.04,,1780.3800000,15.5120000,15.4270000
Kepler-745,,,,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5841.00,0.88,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5648.00,0.79,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5880.00,0.92,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5783.00,1.54,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5880.00,0.92,,1780.3800000,15.5120000,15.4270000
Kepler-745,,,,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5880.00,0.92,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5880.00,0.92,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5782.00,1.22,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5402.67,1.74,0.367,1780.3800000,15.5120000,15.4270000
Kepler-745,,5648.00,0.87,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5654.67,1.61,0.376,1780.3800000,15.5120000,15.4270000
Kepler-745,,5880.00,0.92,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5648.00,0.87,,1780.3800000,15.5120000,15.4270000
Kepler-745,,5782.00,1.22,,1780.3800000,15.5120000,15.4270000
Kepler-746,,5481.00,1.01,,,15.3780000,13.7850000
Kepler-746,,5473.00,1.06,,,15.3780000,13.7850000
Kepler-746,,5094.34,,,,15.3780000,13.7850000
Kepler-746,,5481.00,1.01,,,15.3780000,13.7850000
Kepler-746,,5481.00,1.01,,,15.3780000,13.7850000
Kepler-746,,5473.00,1.06,,,15.3780000,13.7850000
Kepler-746,,5473.00,1.06,,,15.3780000,13.7850000
Kepler-746,,5112.00,0.60,,,15.3780000,13.7850000
Kepler-746,,5133.72,,,,15.3780000,13.7850000
Kepler-746,,,,,,15.3780000,13.7850000
Kepler-746,,5405.00,1.02,,,15.3780000,13.7850000
Kepler-746,,5418.00,0.93,,,15.3780000,13.7850000
Kepler-747,,,,,3347.1600000,15.4650000,15.5950000
Kepler-747,,4980.00,3.21,,3347.1600000,15.4650000,15.5950000
Kepler-747,,5096.00,0.78,,3347.1600000,15.4650000,15.5950000
Kepler-747,,4975.00,0.74,,3347.1600000,15.4650000,15.5950000
Kepler-747,,5123.00,0.78,,3347.1600000,15.4650000,15.5950000
Kepler-747,,4907.33,,,3347.1600000,15.4650000,15.5950000
Kepler-747,,5123.00,0.78,,3347.1600000,15.4650000,15.5950000
Kepler-747,,5131.00,0.77,,3347.1600000,15.4650000,15.5950000
Kepler-747,,5123.00,0.78,,3347.1600000,15.4650000,15.5950000
Kepler-747,,5123.00,0.78,,3347.1600000,15.4650000,15.5950000
Kepler-747,,4975.00,0.74,,3347.1600000,15.4650000,15.5950000
Kepler-747,,4975.00,0.95,,3347.1600000,15.4650000,15.5950000
Kepler-748,,5922.00,0.96,,1705.9900000,15.8750000,15.3700000
Kepler-748,,,,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5922.00,0.96,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5665.00,0.94,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5665.00,0.94,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5923.00,1.49,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5934.00,1.10,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5665.00,0.99,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5730.42,1.54,0.360,1705.9900000,15.8750000,15.3700000
Kepler-748,,5334.25,1.67,0.309,1705.9900000,15.8750000,15.3700000
Kepler-748,,5665.00,0.99,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5922.00,0.96,,1705.9900000,15.8750000,15.3700000
Kepler-748,,5922.00,0.96,,1705.9900000,15.8750000,15.3700000
Kepler-749,,4940.93,0.77,-0.494,721.0270000,17.4060000,16.1530000
Kepler-749,,4630.00,0.72,,721.0270000,17.4060000,16.1530000
Kepler-749,,4630.00,0.47,,721.0270000,17.4060000,16.1530000
Kepler-749,,4719.00,0.50,,721.0270000,17.4060000,16.1530000
Kepler-749,,5009.00,0.75,,721.0270000,17.4060000,16.1530000
Kepler-749,,,,,721.0270000,17.4060000,16.1530000
Kepler-749,,4719.00,0.50,,721.0270000,17.4060000,16.1530000
Kepler-749,,4719.00,0.50,,721.0270000,17.4060000,16.1530000
Kepler-749,,4630.00,0.47,,721.0270000,17.4060000,16.1530000
Kepler-749,,4922.00,0.70,,721.0270000,17.4060000,16.1530000
Kepler-749,,4719.00,0.50,,721.0270000,17.4060000,16.1530000
Kepler-749,,5274.35,0.55,-0.683,721.0270000,17.4060000,16.1530000
Kepler-749,,4704.00,0.79,,721.0270000,17.4060000,16.1530000
Kepler-75,K0 V,5200.00,0.89,,835.3560000,16.2370000,15.4140000
Kepler-75,,5332.00,0.84,,835.3560000,16.2370000,15.4140000
Kepler-75,,5160.00,0.98,-0.215,835.3560000,16.2370000,15.4140000
Kepler-75,,5332.00,0.84,,835.3560000,16.2370000,15.4140000
Kepler-75,,5101.00,0.84,,835.3560000,16.2370000,15.4140000
Kepler-75,,4993.00,0.96,-0.292,835.3560000,16.2370000,15.4140000
Kepler-75,,5152.00,0.77,,835.3560000,16.2370000,15.4140000
Kepler-75,G8 V,5330.00,0.88,,835.3560000,16.2370000,15.4140000
Kepler-75,,,,,835.3560000,16.2370000,15.4140000
Kepler-75,,5200.00,0.89,,835.3560000,16.2370000,15.4140000
Kepler-75,,5332.00,0.84,,835.3560000,16.2370000,15.4140000
Kepler-75,,5101.00,0.93,,835.3560000,16.2370000,15.4140000
Kepler-75,,5206.00,0.83,,835.3560000,16.2370000,15.4140000
Kepler-75,,5160.00,0.98,,835.3560000,16.2370000,15.4140000
Kepler-75,,5332.00,0.84,,835.3560000,16.2370000,15.4140000
Kepler-75,,5306.00,0.96,,835.3560000,16.2370000,15.4140000
Kepler-75,,5101.00,0.84,,835.3560000,16.2370000,15.4140000
Kepler-750,,,,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6025.52,1.36,0.344,1296.0200000,15.2840000,14.6340000
Kepler-750,,5664.26,1.55,0.347,1296.0200000,15.2840000,14.6340000
Kepler-750,,5897.00,1.86,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6243.00,1.02,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,,,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6243.00,1.02,,1296.0200000,15.2840000,14.6340000
Kepler-750,,,,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,5948.00,1.40,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6243.00,1.09,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6495.00,1.17,,1296.0200000,15.2840000,14.6340000
Kepler-750,,5897.00,1.86,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6243.00,1.09,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6160.00,1.23,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6243.00,1.09,,1296.0200000,15.2840000,14.6340000
Kepler-750,,5897.00,1.86,,1296.0200000,15.2840000,14.6340000
Kepler-750,,6243.00,1.02,,1296.0200000,15.2840000,14.6340000
Kepler-751,,5350.00,1.04,,760.4300000,15.9410000,15.2110000
Kepler-751,,5568.00,0.97,,760.4300000,15.9410000,15.2110000
Kepler-751,,5350.00,0.95,,760.4300000,15.9410000,15.2110000
Kepler-751,,5568.00,0.97,,760.4300000,15.9410000,15.2110000
Kepler-751,,5167.19,0.87,-0.310,760.4300000,15.9410000,15.2110000
Kepler-751,,5566.00,0.85,,760.4300000,15.9410000,15.2110000
Kepler-751,,,,,760.4300000,15.9410000,15.2110000
Kepler-751,,5568.00,0.97,,760.4300000,15.9410000,15.2110000
Kepler-751,,5387.00,0.84,,760.4300000,15.9410000,15.2110000
Kepler-751,,5568.00,0.97,,760.4300000,15.9410000,15.2110000
Kepler-751,,5327.00,0.87,-0.264,760.4300000,15.9410000,15.2110000
Kepler-751,,5530.00,0.95,,760.4300000,15.9410000,15.2110000
Kepler-751,,5350.00,0.95,,760.4300000,15.9410000,15.2110000
Kepler-752,,,,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5687.00,0.86,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5687.00,0.86,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5687.00,0.86,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5469.00,0.84,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5688.00,0.94,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5466.00,0.97,-0.125,1232.2900000,16.6220000,15.8640000
Kepler-752,,5116.05,1.05,-0.171,1232.2900000,16.6220000,15.8640000
Kepler-752,,,,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5469.00,0.84,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5687.00,0.86,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5373.00,0.83,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5669.00,0.85,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5687.00,0.86,,1232.2900000,16.6220000,15.8640000
Kepler-752,,5469.00,0.89,,1232.2900000,16.6220000,15.8640000
Kepler-753,,4251.00,0.64,,274.7670000,17.2170000,14.8910000
Kepler-753,,4346.00,0.65,,274.7670000,17.2170000,14.8910000
Kepler-753,,,,,274.7670000,17.2170000,14.8910000
Kepler-753,,3937.00,0.52,,274.7670000,17.2170000,14.8910000
Kepler-753,,3937.00,0.52,,274.7670000,17.2170000,14.8910000
Kepler-753,,4272.00,0.67,-0.865,274.7670000,17.2170000,14.8910000
Kepler-753,,4252.00,0.63,,274.7670000,17.2170000,14.8910000
Kepler-753,,4295.28,0.65,-0.885,274.7670000,17.2170000,14.8910000
Kepler-753,,4162.00,0.55,,274.7670000,17.2170000,14.8910000
Kepler-753,,4162.00,0.62,,274.7670000,17.2170000,14.8910000
Kepler-753,,3937.00,0.52,,274.7670000,17.2170000,14.8910000
Kepler-753,,4299.00,0.56,,274.7670000,17.2170000,14.8910000
Kepler-753,,4162.00,0.55,,274.7670000,17.2170000,14.8910000
Kepler-754,,6016.43,1.49,0.416,1770.2700000,15.8940000,15.3520000
Kepler-754,,5381.25,1.78,0.377,1770.2700000,15.8940000,15.3520000
Kepler-754,,5959.00,0.97,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5688.00,0.95,,1770.2700000,15.8940000,15.3520000
Kepler-754,,,,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5688.00,0.95,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5688.00,1.00,,1770.2700000,15.8940000,15.3520000
Kepler-754,,5935.00,1.08,,1770.2700000,15.8940000,15.3520000
