# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 17 22:12:28 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag > 0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Semi-Major Axis to Stellar Radius Lower Unc.
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_dens,pl_denserr1,pl_denserr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_dens,st_denserr1,st_denserr2,st_vsin,st_vsinerr1,st_vsinerr2,st_rotp,st_rotperr1,st_rotperr2,st_radv,st_radverr1,st_radverr2,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2
KOI-12 b,KOI-12,1,1,2,Transit,2015,Kepler,17.85518200,0.00000800,-0.00000600,0.154000,0.004000,-0.003000,13.787,0.673,-0.560,1.230,0.060,-0.050,349.61300,1112.40500,-254.26400,1.10000,3.50000,-0.80000,,,,0.340000,0.080000,-0.070000,,,,,,,,,,,,,,,,,1.40,0.07,-0.06,1.50,0.10,-0.10,,,,,,,,,,,,,,0.8000,0.1000,-0.0900,,,,,,,,,,399.3980000,4.3960000,-4.3030000,11.7310000,0.1730000,-0.1730000,11.5100000,0.0140000,-0.0140000
KOI-1257 b,KOI-1257,1,2,1,Transit,2014,Kepler,86.64766100,0.00003400,-0.00003400,0.382000,0.006000,-0.006000,10.540,1.350,-1.350,0.940,0.120,-0.120,460.83000,111.24000,-111.24000,1.45000,0.35000,-0.35000,2.10000,1.20000,-1.20000,0.772000,0.045000,-0.045000,,,,511,50,-50,,,,,,,G5 V,5520.00,80.00,-80.00,1.13,0.14,-0.14,0.99,0.05,-0.05,0.270,0.090,-0.090,[Fe/H],,,,4.32,0.10,-0.10,9.300,3.000,-3.000,0.9900,0.3500,-0.3500,4.6000,0.2000,-0.2000,,,,8.80,0.40,-0.40,,,,15.8300000,0.0980000,-0.0980000,14.8180000,0.0690000,-0.0690000
KOI-13 b,KOI-13,1,3,1,Transit,2011,Kepler,1.76358800,0.00000100,-0.00000100,0.036410,0.000870,-0.000870,16.948,0.392,-0.392,1.512,0.035,-0.035,2949.46240,50.85280,-50.85280,9.28000,0.16000,-0.16000,3.60000,0.30000,-0.30000,0.000640,0.000120,-0.000160,,,,2550,80,-80,4.500700,0.003900,-0.004000,0.08737,0.00002,-0.00002,,7650.00,250.00,-250.00,1.74,0.04,-0.04,1.72,0.10,-0.10,0.200,0.200,-0.200,[Fe/H],,,,4.20,0.50,-0.50,,,,,,,,,,,,,,,,519.0960000,30.7030000,-27.5060000,10.6540000,0.0780000,-0.0780000,9.7910000,0.0230000,-0.0230000
KOI-142 b,KOI-142,1,1,3,Transit,2013,Kepler,10.91647000,0.00014000,-0.00014000,,,,3.438,0.075,-0.075,0.307,0.007,-0.007,9.50000,1.10000,-1.10000,0.03000,0.00360,-0.00360,1.29000,0.16000,-0.16000,0.055610,0.000130,-0.000130,,,,,,,,,,0.03515,0.00018,-0.00018,,5466.00,60.00,-60.00,0.90,0.02,-0.02,0.99,0.02,-0.02,0.270,0.060,-0.060,[Fe/H],,,,,,,,,,,,,,,,,,,,,,376.8630000,2.0100000,-1.9910000,14.1920000,0.0680000,-0.0680000,13.2090000,0.1260000,-0.1260000
KOI-142 c,KOI-142,1,1,3,Transit Timing Variations,2013,Kepler,22.26492000,0.00067000,-0.00067000,,,,,,,,,,214.10000,5.20000,-5.20000,0.67400,0.01600,-0.01600,,,,0.057240,0.000450,-0.000450,,,,,,,,,,,,,,5466.00,60.00,-60.00,0.90,0.02,-0.02,0.99,0.02,-0.02,0.270,0.060,-0.060,[Fe/H],,,,,,,,,,,,,,,,,,,,,,376.8630000,2.0100000,-1.9910000,14.1920000,0.0680000,-0.0680000,13.2090000,0.1260000,-0.1260000
KOI-1599.01,KOI-1599,1,1,2,Transit,2019,Kepler,20.44150000,0.00130000,-0.00130000,0.147280,,,1.900,0.300,-0.300,0.170,0.027,-0.027,4.60000,0.30000,-0.30000,0.01447,0.00094,-0.00094,,,,0.014000,,,,,,,,,32.630000,0.420000,-0.420000,0.01800,0.00040,-0.00040,,,,,0.97,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.6400000,28.1700000,-26.8600000,15.7070000,0.0700000,-0.0700000,14.7950000,0.1260000,-0.1260000
KOI-1599.02,KOI-1599,1,1,2,Transit,2019,Kepler,13.60880000,0.00060000,-0.00060000,0.112293,,,1.900,0.200,-0.200,0.170,0.018,-0.018,9.00000,0.30000,-0.30000,0.02832,0.00094,-0.00094,,,,0.011400,,,,,,,,,24.890000,0.110000,-0.110000,0.01810,0.00030,-0.00030,,,,,0.97,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.6400000,28.1700000,-26.8600000,15.7070000,0.0700000,-0.0700000,14.7950000,0.1260000,-0.1260000
KOI-1783.01,KOI-1783,1,1,2,Transit,2020,Kepler,134.46280000,0.00330000,-0.00350000,,,,8.860,0.250,-0.240,0.790,0.022,-0.021,71.00000,11.20000,-9.20000,0.22339,0.03524,-0.02895,0.56000,0.10100,-0.08500,0.000000,,,5.70,0.27,-0.27,,,,94.800000,1.100000,-1.100000,0.07102,0.00061,-0.00045,,5922.00,60.00,-60.00,1.14,0.03,-0.03,1.08,0.04,-0.03,0.110,0.040,-0.040,[Fe/H],,,,4.30,0.10,-0.10,,,,,,,,,,,,,,,,865.7300000,13.7340000,-13.3200000,14.6860000,0.0810000,-0.0810000,13.9780000,0.0800000,-0.0800000
KOI-1783.02,KOI-1783,1,1,2,Transit,2020,Kepler,284.21500000,0.02600000,-0.02100000,,,,5.440,0.520,-0.300,0.485,0.046,-0.027,15.00000,4.30000,-3.60000,0.04720,0.01353,-0.01133,0.51000,0.21000,-0.15000,0.000000,,,2.49,0.35,-0.35,,,,,,,,,,,5922.00,60.00,-60.00,1.14,0.03,-0.03,1.08,0.04,-0.03,0.110,0.040,-0.040,[Fe/H],,,,4.30,0.10,-0.10,,,,,,,,,,,,,,,,865.7300000,13.7340000,-13.3200000,14.6860000,0.0810000,-0.0810000,13.9780000,0.0800000,-0.0800000
KOI-1831 d,Kepler-324,1,1,4,Transit,2021,Kepler,34.16900000,,,,,,1.130,0.050,-0.050,0.101,0.004,-0.004,2.23000,0.50000,-0.84000,0.00702,0.00157,-0.00264,9.95000,0.05000,-4.62000,,,,,,,475,9,-9,,,,,,,,5233.00,60.00,-60.00,0.83,0.02,-0.02,0.90,0.02,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,501.5740000,3.6810000,-3.6290000,15.7620000,0.0680000,-0.0680000,14.2220000,0.0690000,-0.0690000
KOI-1833 d,Kepler-968,1,1,3,Transit,2021,Kepler,7.68500000,,,,,,2.580,0.230,-0.220,0.230,0.021,-0.020,11.02000,,,0.03467,,,4.50000,,,,,,,,,613,23,-23,,,,,,,,4413.00,75.00,-69.00,0.67,0.01,-0.01,0.68,0.03,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,290.3240000,1.4480000,-1.4350000,16.1750000,0.0640000,-0.0640000,14.6260000,0.1260000,-0.1260000
KOI-217 b,KOI-217,1,1,1,Transit,2010,Kepler,3.90512000,0.00005000,-0.00005000,0.047700,0.000700,-0.000700,12.442,0.224,-0.224,1.110,0.020,-0.020,,,,,,,,,,0.000000,,,,,,,,,,,,,,,,5545.00,,,0.86,0.02,,0.95,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,914.6990000,17.1675000,-17.1675000,15.2870000,0.0660000,-0.0660000,15.2570000,0.0690000,-0.0690000
KOI-2513.01,KOI-2513,1,1,1,Transit,2023,Kepler,19.00547000,0.00005000,-0.00005000,0.500000,0.200000,-0.400000,2.802,22.418,-0.560,0.250,2.000,-0.050,7310.05336,635.65681,-635.65681,23.00000,2.00000,-2.00000,2000.00000,50000.00000,-1000.00000,0.360000,0.030000,-0.030000,,,,,,,100.000000,30.000000,-80.000000,0.02200,0.00200,-0.00100,,5900.00,100.00,-100.00,1.20,0.40,-0.20,0.91,0.10,-0.06,-0.370,0.020,-0.020,[Fe/H],,,,4.30,0.20,-0.20,8.000,3.000,-3.000,0.8000,0.7000,-0.5000,,,,,,,,,,1369.8700000,,,15.6450000,0.0430000,-0.0430000,14.9130000,0.0690000,-0.0690000
KOI-3503 b,KOI-3503,1,1,2,Transit,2021,Kepler,21.18500000,,,,,,1.190,0.240,-0.190,0.106,0.021,-0.017,9.20000,,,0.02895,,,10.00000,,,,,,,,,785,14,-13,,,,,,,,6001.00,60.00,-60.00,1.25,0.03,-0.03,0.86,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,887.0640000,12.3700000,-12.3700000,14.5560000,0.0420000,-0.0420000,13.8310000,0.1140000,-0.1140000
KOI-3503 c,KOI-3503,1,1,2,Transit,2021,Kepler,31.82800000,,,,,,1.210,0.280,-0.090,0.108,0.025,-0.008,10.36000,,,0.03260,,,10.00000,,,,,,,,,686,12,-11,,,,,,,,6001.00,60.00,-60.00,1.25,0.03,-0.03,0.86,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,887.0640000,12.3700000,-12.3700000,14.5560000,0.0420000,-0.0420000,13.8310000,0.1140000,-0.1140000
KOI-351 b,KOI-351,1,1,8,Transit,2013,Kepler,7.00815100,0.00001900,-0.00001900,0.074000,0.016000,-0.016000,1.310,0.170,-0.170,0.117,0.015,-0.015,,,,,,,,,,,,,,,,,,,13.200000,1.800000,-1.800000,0.01000,0.00050,-0.00050,,6080.00,260.00,-170.00,1.20,0.10,-0.10,1.20,0.10,-0.10,-0.120,0.180,-0.180,[M/H],,,,4.40,,,,,,,,,4.6000,2.1000,-2.1000,,,,,,,848.2540000,10.8185000,-10.8185000,14.6040000,0.0090000,-0.0090000,13.8830000,0.0690000,-0.0690000
KOI-351 c,KOI-351,1,1,8,Transit,2013,Kepler,8.71937500,0.00002700,-0.00002700,0.089000,0.012000,-0.012000,1.190,0.140,-0.140,0.106,0.012,-0.012,,,,,,,,,,,,,,,,,,,16.000000,0.800000,-0.800000,0.00910,0.00030,-0.00030,,6080.00,260.00,-170.00,1.20,0.10,-0.10,1.20,0.10,-0.10,-0.120,0.180,-0.180,[M/H],,,,4.40,,,,,,,,,4.6000,2.1000,-2.1000,,,,,,,848.2540000,10.8185000,-10.8185000,14.6040000,0.0090000,-0.0090000,13.8830000,0.0690000,-0.0690000
KOI-351 d,KOI-351,1,1,8,Transit,2013,Kepler,59.73667000,0.00038000,-0.00038000,0.320000,0.050000,-0.050000,2.870,0.300,-0.300,0.256,0.027,-0.027,,,,,,,,,,,,,,,,,,,56.100000,4.800000,-4.800000,0.02190,0.00050,-0.00050,,6080.00,260.00,-170.00,1.20,0.10,-0.10,1.20,0.10,-0.10,-0.120,0.180,-0.180,[M/H],,,,4.40,,,,,,,,,4.6000,2.1000,-2.1000,,,,,,,848.2540000,10.8185000,-10.8185000,14.6040000,0.0090000,-0.0090000,13.8830000,0.0690000,-0.0690000
KOI-351 e,KOI-351,1,1,8,Transit,2013,Kepler,91.93913000,0.00073000,-0.00073000,0.420000,0.060000,-0.060000,2.660,0.290,-0.290,0.237,0.026,-0.026,,,,,,,,,,,,,,,,,,,74.700000,4.300000,-4.300000,0.02030,0.00050,-0.00050,,6080.00,260.00,-170.00,1.20,0.10,-0.10,1.20,0.10,-0.10,-0.120,0.180,-0.180,[M/H],,,,4.40,,,,,,,,,4.6000,2.1000,-2.1000,,,,,,,848.2540000,10.8185000,-10.8185000,14.6040000,0.0090000,-0.0090000,13.8830000,0.0690000,-0.0690000
KOI-351 f,KOI-351,1,1,8,Transit,2013,Kepler,124.91440000,0.00190000,-0.00190000,0.480000,0.090000,-0.090000,2.880,0.520,-0.520,0.257,0.046,-0.046,,,,,,,,,,,,,,,,,,,86.400000,9.700000,-9.700000,0.02200,0.00220,-0.00220,,6080.00,260.00,-170.00,1.20,0.10,-0.10,1.20,0.10,-0.10,-0.120,0.180,-0.180,[M/H],,,,4.40,,,,,,,,,4.6000,2.1000,-2.1000,,,,,,,848.2540000,10.8185000,-10.8185000,14.6040000,0.0090000,-0.0090000,13.8830000,0.0690000,-0.0690000
KOI-351 g,KOI-351,1,1,8,Transit,2013,Kepler,210.60697000,0.00043000,-0.00043000,0.710000,0.080000,-0.080000,8.100,0.800,-0.800,0.723,0.071,-0.071,,,,,,,,,,,,,,,,,,,127.300000,4.100000,-4.100000,0.06150,0.00110,-0.00110,,6080.00,260.00,-170.00,1.20,0.10,-0.10,1.20,0.10,-0.10,-0.120,0.180,-0.180,[M/H],,,,4.40,,,,,,,,,4.6000,2.1000,-2.1000,,,,,,,848.2540000,10.8185000,-10.8185000,14.6040000,0.0090000,-0.0090000,13.8830000,0.0690000,-0.0690000
KOI-351 h,KOI-351,1,1,8,Transit,2013,Kepler,331.60059000,0.00037000,-0.00037000,1.010000,0.110000,-0.110000,11.300,1.000,-1.000,1.008,0.089,-0.089,,,,,,,,,,,,,,,,,,,180.700000,4.700000,-4.700000,0.08660,0.00070,-0.00070,,6080.00,260.00,-170.00,1.20,0.10,-0.10,1.20,0.10,-0.10,-0.120,0.180,-0.180,[M/H],,,,4.40,,,,,,,,,4.6000,2.1000,-2.1000,,,,,,,848.2540000,10.8185000,-10.8185000,14.6040000,0.0090000,-0.0090000,13.8830000,0.0690000,-0.0690000
KOI-3680 b,KOI-3680,1,1,1,Transit,2018,Kepler,141.24167100,0.00008600,-0.00008600,0.534000,0.012000,-0.030000,11.097,0.673,-0.785,0.990,0.060,-0.070,613.41190,60.38770,-66.74430,1.93000,0.19000,-0.21000,2.46000,0.42000,-0.36000,0.496000,0.031000,-0.031000,,,,347,12,-12,125.700000,8.400000,-8.400000,0.10646,0.00079,-0.00059,,5830.00,100.00,-100.00,0.96,0.05,-0.06,1.01,0.07,-0.16,0.160,0.070,-0.070,[Fe/H],,,,4.47,0.03,-0.03,3.200,9.600,-2.300,1.8800,0.4000,-0.3400,3.5000,1.0000,-1.0000,,,,-44.93,0.00,0.00,921.9860000,23.3845000,-23.3845000,15.2590000,0.1650000,-0.1650000,14.6160000,0.1030000,-0.1030000
KOI-4777.01,KOI-4777,1,1,1,Transit,2014,Kepler,0.41200000,0.00000100,-0.00000100,0.008000,0.000300,-0.000300,0.510,0.030,-0.030,0.045,0.003,-0.003,99.20000,,,0.31212,,,,,,0.000000,,,320.00,20.00,-20.00,1180,20,-20,4.280000,0.090000,-0.090000,0.01160,0.00060,-0.00060,,3515.00,69.00,-69.00,0.40,0.01,-0.01,0.41,0.02,-0.02,0.100,0.100,-0.100,[Fe/H],,,,4.77,0.04,-0.04,4.000,1.000,-2.000,8.9000,0.6000,-0.6000,2.0000,,,44.00,1.00,-1.00,28.11,0.05,-0.05,172.2450000,1.2430000,-1.2260000,18.6080000,0.1640000,-0.1640000,16.4130000,0.0690000,-0.0690000
KOI-55 b,KOI-55,1,1,2,Orbital Brightness Modulation,2011,Kepler,0.24010400,0.00000400,-0.00000400,0.006000,,,0.759,,,0.068,,,0.44000,,,0.00140,,,,,,,,,,,,,,,,,,,,,B,27730.00,270.00,-270.00,0.20,0.01,-0.01,0.50,0.00,0.00,,,,,1.360,0.055,-0.063,5.52,0.03,-0.03,,,,84.1000,2.9000,-2.9000,,,,,,,,,,1231.0200000,48.0150000,-48.0150000,14.8370000,0.0060000,-0.0060000,15.1540000,0.1500000,-0.1500000
KOI-55 c,KOI-55,1,1,2,Orbital Brightness Modulation,2011,Kepler,0.34288700,0.00001300,-0.00001300,0.007600,,,0.867,,,0.077,,,0.65500,,,0.00210,,,,,,,,,,,,,,,,,,,,,B,27730.00,270.00,-270.00,0.20,0.01,-0.01,0.50,0.00,0.00,,,,,1.360,0.055,-0.063,5.52,0.03,-0.03,,,,84.1000,2.9000,-2.9000,,,,,,,,,,1231.0200000,48.0150000,-48.0150000,14.8370000,0.0060000,-0.0060000,15.1540000,0.1500000,-0.1500000
KOI-7368 b,KOI-7368,1,1,1,Transit,2022,Kepler,6.84303440,0.00001250,-0.00001250,,,,2.220,0.120,-0.120,0.198,0.011,-0.011,,,,,,,,,,,,,,,,,,,16.670000,0.450000,-0.450000,0.02300,0.00100,-0.00100,,5241.00,100.00,-100.00,0.87,0.04,-0.04,0.88,0.02,-0.02,,,,,,,,4.50,0.03,-0.03,0.036,0.010,-0.008,1.8700,0.1500,-0.1500,,,,2.61,0.04,-0.04,,,,264.9950000,1.6260000,-1.6070000,14.0540000,0.1340000,-0.1340000,12.9690000,0.0920000,-0.0920000
KOI-7913 b,KOI-7913 A,1,2,1,Transit,2022,Kepler,24.27855300,0.00026300,-0.00026300,,,,2.340,0.180,-0.180,0.209,0.016,-0.016,,,,,,,,,,,,,,,,,,,40.920000,1.540000,-1.540000,0.02700,0.00100,-0.00100,K6 V,4324.00,70.00,-70.00,0.79,0.05,-0.05,0.76,0.03,-0.03,-0.060,0.090,-0.090,[Fe/H],,,,4.52,0.04,-0.04,0.036,0.010,-0.008,2.2000,0.2500,-0.2500,13.3000,1.0000,-1.0000,3.39,0.02,-0.02,-17.80,1.10,-1.10,271.2770000,1.2480000,-1.2370000,15.7030000,0.0460000,-0.0460000,14.2300000,0.1500000,-0.1500000
KOI-94 b,KOI-94,1,2,4,Transit,2013,Kepler,3.74320800,0.00001500,-0.00001500,0.051190,0.000670,-0.000670,1.710,0.160,-0.160,0.153,0.014,-0.014,10.50000,4.60000,-4.60000,0.03300,0.01400,-0.01400,10.10000,5.50000,-5.50000,0.250000,0.170000,-0.170000,,,,1486,,,7.250000,0.590000,-0.590000,0.01031,0.00014,-0.00014,,6182.00,58.00,-58.00,1.52,0.14,-0.14,1.28,0.05,-0.05,0.023,0.002,-0.002,[Fe/H],0.479,0.079,-0.097,4.18,0.07,-0.07,3.160,0.390,-0.390,,,,7.3000,0.5000,-0.5000,,,,,,,477.0520000,5.0000000,-4.8990000,13.0050000,0.0520000,-0.0520000,12.3140000,0.0460000,-0.0460000
KOI-94 c,KOI-94,1,2,4,Transit,2013,Kepler,10.42364800,0.00001600,-0.00001600,0.101300,0.001300,-0.001300,4.320,0.410,-0.410,0.385,0.037,-0.037,15.60000,5.70000,-15.60000,0.04900,0.01800,-0.04900,0.91000,0.36000,-0.91000,0.430000,0.230000,-0.230000,,,,1012,,,14.300000,1.200000,-1.200000,0.02599,0.00047,-0.00047,,6182.00,58.00,-58.00,1.52,0.14,-0.14,1.28,0.05,-0.05,0.023,0.002,-0.002,[Fe/H],0.479,0.079,-0.097,4.18,0.07,-0.07,3.160,0.390,-0.390,,,,7.3000,0.5000,-0.5000,,,,,,,477.0520000,5.0000000,-4.8990000,13.0050000,0.0520000,-0.0520000,12.3140000,0.0460000,-0.0460000
KOI-94 d,KOI-94,1,2,4,Transit,2013,Kepler,22.34298900,0.00000670,-0.00000670,0.168400,0.002200,-0.002200,11.270,1.060,-1.060,1.005,0.095,-0.095,106.00000,11.00000,-11.00000,0.33400,0.03500,-0.03500,0.36300,0.10100,-0.10100,0.022000,0.038000,-0.038000,,,,806,,,23.800000,1.900000,-1.900000,0.06802,0.00008,-0.00008,,6182.00,58.00,-58.00,1.52,0.14,-0.14,1.28,0.05,-0.05,0.023,0.002,-0.002,[Fe/H],0.479,0.079,-0.097,4.18,0.07,-0.07,3.160,0.390,-0.390,,,,7.3000,0.5000,-0.5000,,,,,,,477.0520000,5.0000000,-4.8990000,13.0050000,0.0520000,-0.0520000,12.3140000,0.0460000,-0.0460000
KOI-94 e,KOI-94,1,2,4,Transit,2013,Kepler,54.32031000,0.00012000,-0.00012000,0.304600,0.004000,-0.004000,6.560,0.620,-0.620,0.585,0.055,-0.055,35.00000,18.00000,-28.00000,0.11000,0.05700,-0.08800,0.60000,0.26000,-0.56000,0.019000,0.230000,-0.230000,,,,584,,,43.100000,3.500000,-3.500000,0.03960,0.00024,-0.00024,,6182.00,58.00,-58.00,1.52,0.14,-0.14,1.28,0.05,-0.05,0.023,0.002,-0.002,[Fe/H],0.479,0.079,-0.097,4.18,0.07,-0.07,3.160,0.390,-0.390,,,,7.3000,0.5000,-0.5000,,,,,,,477.0520000,5.0000000,-4.8990000,13.0050000,0.0520000,-0.0520000,12.3140000,0.0460000,-0.0460000
KOI-984 b,KOI-984,1,1,2,Transit,2022,Kepler,4.28817850,0.00000350,-0.00000350,0.050400,0.000600,-0.000600,4.300,0.050,-0.050,0.384,0.004,-0.004,,,,,,,,,,0.120000,0.020000,-0.020000,,,,1022,31,-30,13.260000,0.390000,-0.390000,,,,,5295.00,150.00,-150.00,0.82,0.03,-0.03,0.93,0.03,-0.03,0.120,0.100,-0.100,[Fe/H],,,,4.54,0.15,-0.15,,,,2.3967,0.2115,-0.2115,,,,,,,,,,252.6670000,,,,,,12.7950000,0.0210000,-0.0210000
